TX-24	/home/qiaosir/projects/compute_vit/BROADCAST_KIMI_RECOMMENDATIONS_20260412.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/BROADCAST_KIMI_RECOMMENDATIONS_20260412.md	3699	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/BROADCAST_KIMI_TASKS_COMPLETED_20260413.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/BROADCAST_KIMI_TASKS_COMPLETED_20260413.md	4797	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/BROADCAST_NPJ_STRATEGY_20260413.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/BROADCAST_NPJ_STRATEGY_20260413.md	3725	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/BROADCAST_REVIEWER_0412_ANALYSIS.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/BROADCAST_REVIEWER_0412_ANALYSIS.md	6670	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/BROADCAST_WORKING.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/BROADCAST_WORKING.md	3960	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/CLEANUP_CANDIDATES_20260411_gpt.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/CLEANUP_CANDIDATES_20260411_gpt.md	11706	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/DOCTOR_MESSAGE_SHORT_20260413_gpt.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/DOCTOR_MESSAGE_SHORT_20260413_gpt.md	919	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/EXPERIMENT_DESIGN_PRELIM_gpt.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/EXPERIMENT_DESIGN_PRELIM_gpt.md	5329	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/EXPERIMENT_STATUS.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/EXPERIMENT_STATUS.md	1027	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/EXTERNAL_REVIEW_PROMPT.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/EXTERNAL_REVIEW_PROMPT.md	8423	root-level coordination/history markdown archived per tidy dispatch
